transaction_id,user_id,asset_id,date_key,timestamp,transaction_type,side,quantity,price,gross_value,fee,net_value,status,payment_method,device_type,is_injected_anomaly,injected_typology
TX_E7DAC085DACE,USR_02190,BTC,20260801,2026-08-01 00:00:40+00:00,TRADE,SELL,0.00642087,7627252.6767,48973.58,73.46,48900.12,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_EF6B2018B9AF,USR_09111,ETH,20260801,2026-08-01 00:01:18+00:00,TRADE,BUY,0.09160678,297824.2484,27282.72,40.92,27323.64,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_7BE39787A6C7,USR_04508,SOL,20260801,2026-08-01 00:03:11+00:00,TRADE,BUY,4.16955594,15954.4328,66522.9,99.78,66622.68,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_F2AB7D3376BE,USR_01009,USDT,20260801,2026-08-01 00:03:46+00:00,TRADE,SELL,451.11858603,89.2466,40260.8,60.39,40200.41,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_72FA8D9F0DFC,USR_06322,ETH,20260801,2026-08-01 00:04:26+00:00,DEPOSIT,,0.00959168,293087.3921,2811.2,0.0,2811.2,COMPLETED,IMPS,WEB_PORTAL,False,
TX_1B687CB596CA,USR_08121,USDT,20260801,2026-08-01 00:04:54+00:00,WITHDRAWAL,,4264.67166415,89.3917,381226.25,10.0,381216.25,COMPLETED,IMPS,MOBILE_APP,False,
TX_A7FB729147B2,USR_04062,ETH,20260801,2026-08-01 00:05:50+00:00,TRADE,SELL,0.00835744,297653.2275,2487.62,3.73,2483.89,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_D70F48E37D98,USR_03091,BTC,20260801,2026-08-01 00:06:28+00:00,TRADE,BUY,0.00758194,7790783.3548,59069.29,88.6,59157.89,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_55F85D41049C,USR_06382,XRP,20260801,2026-08-01 00:06:54+00:00,TRADE,SELL,510.28746284,51.798,26431.87,39.65,26392.22,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_FD14725F9CD0,USR_01765,ETH,20260801,2026-08-01 00:07:15+00:00,TRADE,BUY,0.01653236,296396.9224,4900.14,7.35,4907.49,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_67713FC77130,USR_04631,ETH,20260801,2026-08-01 00:07:46+00:00,WITHDRAWAL,,0.13823885,313290.8721,43308.97,25.0,43283.97,COMPLETED,ON_CHAIN_TRANSFER,WEB_PORTAL,False,
TX_12CB653DE3A7,USR_09247,USDT,20260801,2026-08-01 00:08:43+00:00,DEPOSIT,,534.2748399,89.6471,47896.19,0.0,47896.19,COMPLETED,UPI,WEB_PORTAL,False,
TX_FB264D71386A,USR_06719,ETH,20260801,2026-08-01 00:09:38+00:00,TRADE,SELL,0.1064562,315560.2864,33593.35,50.39,33542.96,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_17365E7223FA,USR_08634,USDT,20260801,2026-08-01 00:11:41+00:00,TRADE,SELL,450.34089634,89.118,40133.48,60.2,40073.28,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_9B801099CCDC,USR_08540,BTC,20260801,2026-08-01 00:11:58+00:00,WITHDRAWAL,,0.00663509,7763341.7348,51510.5,25.0,51485.5,COMPLETED,NEFT,WEB_PORTAL,False,
TX_3AF7B6D5F116,USR_09622,BTC,20260801,2026-08-01 00:12:13+00:00,TRADE,SELL,0.00496952,7872887.3493,39124.5,58.69,39065.81,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_F266F0AC68B0,USR_03435,USDT,20260801,2026-08-01 00:12:30+00:00,TRADE,SELL,863.30347564,89.6698,77412.25,116.12,77296.13,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_AD0EDC3A1A4F,USR_07411,SOL,20260801,2026-08-01 00:14:16+00:00,TRADE,BUY,1.98798406,15779.1859,31368.77,47.05,31415.82,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_FF007CB8F26D,USR_01392,USDT,20260801,2026-08-01 00:14:20+00:00,WITHDRAWAL,,467.91642778,89.3024,41786.06,10.0,41776.06,COMPLETED,ON_CHAIN_TRANSFER,WEB_PORTAL,False,
TX_B7E04352EDC1,USR_08493,BTC,20260801,2026-08-01 00:16:35+00:00,WITHDRAWAL,,0.00049645,7746396.1468,3845.68,25.0,3820.68,COMPLETED,NEFT,WEB_PORTAL,False,
TX_12ECF03D5314,USR_03748,ETH,20260801,2026-08-01 00:17:23+00:00,DEPOSIT,,0.20348891,289413.0261,58892.34,0.0,58892.34,COMPLETED,NEFT,WEB_PORTAL,False,
TX_DF4BAD3ED8B2,USR_02549,SOL,20260801,2026-08-01 00:17:41+00:00,WITHDRAWAL,,3.06923696,16249.6023,49873.88,25.0,49848.88,COMPLETED,IMPS,MOBILE_APP,False,
TX_6FDF3C2734C9,USR_01897,BTC,20260801,2026-08-01 00:18:21+00:00,DEPOSIT,,0.00457618,7798547.7658,35687.55,0.0,35687.55,COMPLETED,NEFT,MOBILE_APP,False,
TX_45A5C33B4C6D,USR_02128,SOL,20260801,2026-08-01 00:18:21+00:00,TRADE,SELL,2.13285896,15582.7744,33235.86,49.85,33186.01,CANCELLED,INTERNAL_MATCH,MOBILE_APP,False,
TX_03F055C62665,USR_07408,USDT,20260801,2026-08-01 00:20:09+00:00,TRADE,SELL,35.57935849,89.3074,3177.5,4.77,3172.73,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_D7FBC84F525F,USR_02346,BTC,20260801,2026-08-01 00:20:29+00:00,TRADE,BUY,0.0110465,7718411.7398,85261.4,127.89,85389.29,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_47B22E441C61,USR_04955,BTC,20260801,2026-08-01 00:22:01+00:00,DEPOSIT,,0.00050773,7681677.1777,3900.25,0.0,3900.25,COMPLETED,UPI,MOBILE_APP,False,
TX_C8C9A7D79552,USR_00704,BTC,20260801,2026-08-01 00:23:24+00:00,DEPOSIT,,0.00022137,7801708.4995,1727.08,0.0,1727.08,COMPLETED,NEFT,MOBILE_APP,False,
TX_EF7C62683A68,USR_00049,BTC,20260801,2026-08-01 00:26:31+00:00,DEPOSIT,,0.0032127,7985003.9924,25653.42,0.0,25653.42,COMPLETED,UPI,MOBILE_APP,False,
TX_CAD1DBD4F17E,USR_09560,BTC,20260801,2026-08-01 00:26:36+00:00,TRADE,SELL,0.0065894,8231894.7297,54243.28,81.36,54161.92,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_676A581395AC,USR_04769,ETH,20260801,2026-08-01 00:27:55+00:00,TRADE,BUY,0.01169603,301737.516,3529.13,5.29,3534.42,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_DDD00335FE01,USR_06400,ETH,20260801,2026-08-01 00:28:41+00:00,TRADE,SELL,0.12384739,321870.1726,39862.78,59.79,39802.99,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_694AF6177873,USR_02495,ETH,20260801,2026-08-01 00:30:25+00:00,TRADE,SELL,0.19961221,297138.7799,59312.53,88.97,59223.56,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_0E0C62DC321B,USR_02592,USDT,20260801,2026-08-01 00:32:49+00:00,DEPOSIT,,10.62238972,89.2624,948.18,0.0,948.18,COMPLETED,IMPS,MOBILE_APP,False,
TX_49B9F3183854,USR_01139,USDT,20260801,2026-08-01 00:34:04+00:00,WITHDRAWAL,,453.34690639,89.3437,40503.69,10.0,40493.69,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_4AE0A92ABAC5,USR_04402,USDT,20260801,2026-08-01 00:37:05+00:00,TRADE,BUY,44.72010434,89.3976,3997.87,6.0,4003.87,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_3CB50820919E,USR_04017,BTC,20260801,2026-08-01 00:37:55+00:00,WITHDRAWAL,,0.00767554,8143812.1155,62508.15,25.0,62483.15,COMPLETED,IMPS,MOBILE_APP,False,
TX_918812B997B0,USR_07676,ETH,20260801,2026-08-01 00:39:52+00:00,TRADE,BUY,0.08166678,317768.7274,25951.15,38.93,25990.08,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_EFD3EEC2CB6D,USR_08511,USDT,20260801,2026-08-01 00:40:29+00:00,TRADE,SELL,37.85664244,89.3542,3382.65,5.07,3377.58,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_6E77122C26FB,USR_09185,XRP,20260801,2026-08-01 00:40:29+00:00,TRADE,SELL,674.24867685,51.9783,35046.3,52.57,34993.73,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_40252FD6CEAD,USR_00136,XRP,20260801,2026-08-01 00:41:05+00:00,TRADE,SELL,332.64991688,51.7937,17229.17,25.84,17203.33,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_BB352252C5A7,USR_06213,BTC,20260801,2026-08-01 00:41:27+00:00,WITHDRAWAL,,0.00568288,7785611.9543,44244.68,25.0,44219.68,COMPLETED,ON_CHAIN_TRANSFER,WEB_PORTAL,False,
TX_59DA044D9380,USR_03948,SOL,20260801,2026-08-01 00:42:23+00:00,DEPOSIT,,32.18739133,16135.7031,519366.19,0.0,519366.19,COMPLETED,IMPS,API_KEY,False,
TX_A1C7E1D17F71,USR_04248,USDT,20260801,2026-08-01 00:44:05+00:00,TRADE,BUY,522.36896423,89.3859,46692.42,70.04,46762.46,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_257956673662,USR_03794,ETH,20260801,2026-08-01 00:44:13+00:00,TRADE,BUY,0.14732403,290416.1703,42785.28,64.18,42849.46,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_DF6C523706B9,USR_09924,USDT,20260801,2026-08-01 00:44:57+00:00,TRADE,BUY,85.68603101,89.5426,7672.55,11.51,7684.06,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_998D6BECE5C2,USR_01400,USDT,20260801,2026-08-01 00:46:25+00:00,TRADE,SELL,614.51896525,89.7378,55145.58,82.72,55062.86,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_D622FCAB4716,USR_02460,BTC,20260801,2026-08-01 00:46:26+00:00,TRADE,BUY,0.09873843,7698825.2394,760169.95,608.14,760778.09,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_6DF1E95C1195,USR_00004,SOL,20260801,2026-08-01 00:48:10+00:00,TRADE,BUY,1.87090307,17037.5636,31875.63,47.81,31923.44,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_C21B3C4CB70E,USR_07431,USDT,20260801,2026-08-01 00:48:24+00:00,TRADE,SELL,250.17594574,89.4594,22380.59,33.57,22347.02,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_9745FB7420E3,USR_01814,ETH,20260801,2026-08-01 00:48:54+00:00,TRADE,BUY,0.1475615,302990.345,44709.71,67.06,44776.77,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_CA55F97A1600,USR_00900,SOL,20260801,2026-08-01 00:49:22+00:00,DEPOSIT,,0.38846187,16713.7384,6492.65,0.0,6492.65,COMPLETED,UPI,MOBILE_APP,False,
TX_2ECDA3A9A63B,USR_01527,BTC,20260801,2026-08-01 00:50:27+00:00,TRADE,BUY,0.00695459,7914452.4696,55041.79,82.56,55124.35,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_5C739FB82846,USR_07242,SOL,20260801,2026-08-01 00:50:44+00:00,WITHDRAWAL,,2.05226935,16560.8817,33987.39,25.0,33962.39,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_E58AFA547335,USR_04657,SOL,20260801,2026-08-01 00:50:48+00:00,WITHDRAWAL,,2.76916743,16327.644,45213.98,25.0,45188.98,COMPLETED,IMPS,WEB_PORTAL,False,
TX_631BF10925EE,USR_07761,ETH,20260801,2026-08-01 00:51:59+00:00,DEPOSIT,,0.01766782,301255.6826,5322.53,0.0,5322.53,COMPLETED,NEFT,API_KEY,False,
TX_92A5206C6F13,USR_03243,ETH,20260801,2026-08-01 00:52:13+00:00,TRADE,SELL,0.2788478,316610.8514,88286.24,132.43,88153.81,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_827465B3EDFD,USR_07646,BTC,20260801,2026-08-01 00:52:57+00:00,WITHDRAWAL,,0.00086924,7459036.2652,6483.72,25.0,6458.72,COMPLETED,ON_CHAIN_TRANSFER,MOBILE_APP,False,
TX_81CB4E05DC5E,USR_09679,POL,20260801,2026-08-01 00:53:19+00:00,TRADE,BUY,11556.60786802,47.28,546396.42,437.12,546833.54,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_E059C73C40FB,USR_07465,USDT,20260801,2026-08-01 00:53:40+00:00,TRADE,SELL,198.90144819,89.6635,17834.2,26.75,17807.45,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_E3644531BFAA,USR_00206,POL,20260801,2026-08-01 00:53:52+00:00,TRADE,BUY,918.5539037,47.3205,43466.43,65.2,43531.63,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_50F498342A5D,USR_09141,USDT,20260801,2026-08-01 00:55:00+00:00,DEPOSIT,,477.18605754,89.4304,42674.94,0.0,42674.94,COMPLETED,UPI,MOBILE_APP,False,
TX_8E08C741E463,USR_09406,BTC,20260801,2026-08-01 00:56:23+00:00,WITHDRAWAL,,0.00822525,7570504.4073,62269.29,25.0,62244.29,COMPLETED,NEFT,MOBILE_APP,False,
TX_042018CF91A1,USR_01036,BTC,20260801,2026-08-01 00:57:41+00:00,WITHDRAWAL,,0.00403913,7802123.3155,31513.79,25.0,31488.79,COMPLETED,IMPS,MOBILE_APP,False,
TX_043813EBAD1D,USR_01670,BTC,20260801,2026-08-01 00:57:53+00:00,TRADE,BUY,0.00731107,7825080.4028,57209.71,85.81,57295.52,FAILED,INTERNAL_MATCH,MOBILE_APP,False,
TX_ACD0A94E728E,USR_07762,USDT,20260801,2026-08-01 00:58:11+00:00,DEPOSIT,,544.70826612,89.5765,48793.06,0.0,48793.06,COMPLETED,IMPS,MOBILE_APP,False,
TX_DFB6D05AC0DB,USR_04705,USDT,20260801,2026-08-01 00:59:13+00:00,TRADE,SELL,3068.78951624,89.6625,275155.34,220.12,274935.22,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_C4149FBBFAD2,USR_00414,BTC,20260801,2026-08-01 00:59:16+00:00,DEPOSIT,,0.00637475,7641503.5802,48712.69,0.0,48712.69,COMPLETED,IMPS,MOBILE_APP,False,
TX_8D770560BEB9,USR_00564,XRP,20260801,2026-08-01 00:59:57+00:00,WITHDRAWAL,,587.51579877,52.7731,31005.03,25.0,30980.03,COMPLETED,NEFT,MOBILE_APP,False,
TX_32F9336ECFF9,USR_07481,BTC,20260801,2026-08-01 01:01:00+00:00,DEPOSIT,,0.03637196,7930370.1815,288443.09,0.0,288443.09,COMPLETED,NEFT,WEB_PORTAL,False,
TX_61B84B9568DF,USR_07977,BTC,20260801,2026-08-01 01:01:25+00:00,TRADE,SELL,0.00703933,7612254.6119,53585.19,80.38,53504.81,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_3FE3382B040A,USR_01555,XRP,20260801,2026-08-01 01:02:24+00:00,DEPOSIT,,1136.55160199,52.5096,59679.87,0.0,59679.87,COMPLETED,UPI,MOBILE_APP,False,
TX_8EA4114FCD69,USR_07370,BTC,20260801,2026-08-01 01:03:02+00:00,TRADE,BUY,0.04670622,7884717.8511,368265.4,294.61,368560.01,COMPLETED,INTERNAL_MATCH,API_KEY,False,
TX_39CE60B6EA67,USR_01654,SOL,20260801,2026-08-01 01:03:03+00:00,TRADE,SELL,2.94373207,15378.227,45269.38,67.9,45201.48,COMPLETED,INTERNAL_MATCH,WEB_PORTAL,False,
TX_50229112E709,USR_07274,ETH,20260801,2026-08-01 01:03:44+00:00,TRADE,BUY,0.16344938,303398.329,49590.27,74.39,49664.66,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_82B6DCACFDD5,USR_03824,BTC,20260801,2026-08-01 01:04:30+00:00,TRADE,BUY,0.00050824,7828063.685,3978.5,5.97,3984.47,COMPLETED,INTERNAL_MATCH,MOBILE_APP,False,
TX_A604CCD39B94,USR_06072,USDT,20260801,2026-08-01 01:05:01+00:00,DEPOSIT,,922.45448604,89.5055,82564.75,0.0,82564.75,COMPLETED,IMPS,WEB_PORTAL,False,
TX_3DA8C6CB070C,USR_08070,ETH,20260801,2026-08-01 01:06:30+00:00,DEPOSIT,,0.06997439,296323.248,20735.04,0.0,20735.04,COMPLETED,UPI,MOBILE_APP,False,
